preferred_term	identifier	ontology_label	occurrences	cas_rn_current	stated_hydration	known_hydrates	hydration_valid	cas_verdict	cas_correct_or_UNKNOWN	grounding_verdict	recommended_target_curie	action	confidence	notes	source_rows_in_culturemech	mediadive_compound_id	sssom_predicate_published	defect_origin
1.88 M CaCl2・2H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Na2S・9H2O (final concentration)	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
KAI(SO4)2.12H2O	NOT_IN_MIM	NA	0	UNKNOWN	dodecahydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	KAI uses iodine-like I rather than aluminium Al; potassium aluminium sulfate dodecahydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	CULTUREMECH
VSO5.5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; dihydrate; trihydrate; pentahydrate	TRUE	NO_CAS_PROVIDED	14708-82-8	NOT_APPLICABLE(unmapped)	CHEBI:132758	OK	high	The stated pentahydrate is an established form of vanadyl sulfate; known hydrates are monohydrate; dihydrate; trihydrate; pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Cr(NO3)3.9H2O	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	nonahydrate; variable 7.5–9-hydrate material	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated nonahydrate is an established form of chromium(III) nitrate; known hydrates are nonahydrate; variable 7.5–9-hydrate material. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Cd(NO3).4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	Cd(NO3) lacks the second nitrate required for Cd(II); Cd(NO3)2 tetrahydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	CULTUREMECH
Fe(NH4)2(SO4)2 . 6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate; heptahydrate reported but uncertain	TRUE	NO_CAS_PROVIDED	7783-85-9	NOT_APPLICABLE(unmapped)	CHEBI:76181	OK	high	The stated hexahydrate is an established form of ferrous ammonium sulfate; known hydrates are hexahydrate; heptahydrate reported but uncertain. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
NiCl2・H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; low-temperature heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of nickel(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; low-temperature heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
FeSO4·7H2O (4.98% solution)	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7782-63-0	NOT_APPLICABLE(unmapped)	CHEBI:75836	OK	high	The stated heptahydrate is an established form of iron(II) sulfate; known hydrates are monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
3% L-Cysteine・HCl・H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Cysteine HCl.H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Na2MoO4 . H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	dihydrate; decahydrate	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	No stable monohydrate of sodium molybdate is established; known hydrate forms are dihydrate; decahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	1	NA	NOT_FOUND	CULTUREMECH
Ni(NH4)2(SO4)2·6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	56110-30-6	NOT_APPLICABLE(unmapped)	CHEBI:86149	OK	high	The stated hexahydrate is an established form of ammonium nickel sulfate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
1 M MgCl2·6H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
1 M CaCl2·2H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
L--Cysteine・HCL・H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
MnSO4.7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	none exists	MINT	high	The stated heptahydrate is an established form of manganese(II) sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	MIM
7% CaCl2・2H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
25% MgSO4・7H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate	TRUE	NO_CAS_PROVIDED	10034-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31795	OK	high	The stated heptahydrate is an established form of magnesium sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
2% FeCl3・6H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10025-77-1	NOT_APPLICABLE(unmapped)	CHEBI:86254	OK	high	The stated hexahydrate is an established form of iron(III) chloride; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Na2WO2.2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	The tungstate formula is missing oxygen or sodium; Na2WO4 dihydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	1	NA	NOT_FOUND	CULTUREMECH
NaMoO4･2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	The molybdate formula is malformed; Na2MoO4 dihydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	CULTUREMECH
FeSO4･7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7782-63-0	NOT_APPLICABLE(unmapped)	CHEBI:75836	OK	high	The stated heptahydrate is an established form of iron(II) sulfate; known hydrates are monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
MnCl2･4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13446-34-9	NOT_APPLICABLE(unmapped)	CHEBI:86368	OK	high	The stated tetrahydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
ZnSO4･7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7446-20-0	NOT_APPLICABLE(unmapped)	CHEBI:32312	OK	high	The stated heptahydrate is an established form of zinc sulfate; known hydrates are monohydrate; tetrahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
CuSO4･7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated heptahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
FeCl3･6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10025-77-1	NOT_APPLICABLE(unmapped)	CHEBI:86254	OK	high	The stated hexahydrate is an established form of iron(III) chloride; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
NaH2PO4・H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; dihydrate	TRUE	NO_CAS_PROVIDED	10049-21-5	NOT_APPLICABLE(unmapped)	CHEBI:114249	OK	high	The stated monohydrate is an established form of sodium dihydrogenphosphate; known hydrates are monohydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
0.4% CaCl2・2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Na2S·9H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Na2S x 9 H2O 3.00 g	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Fe2(SO4)3·(NH4)2SO4·24H2O	NOT_IN_MIM	NA	0	UNKNOWN	24-hydrate (doubled formula)	dodecahydrate per formula unit (24 waters in doubled formula)	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated 24-hydrate (doubled formula) is an established form of ammonium iron(III) sulfate double formula; known hydrates are dodecahydrate per formula unit (24 waters in doubled formula). No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
FeSO4 . 7H2O (2%, w/v, in N HCl)	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7782-63-0	NOT_APPLICABLE(unmapped)	CHEBI:75836	OK	high	The stated heptahydrate is an established form of iron(II) sulfate; known hydrates are monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
CaCl2・2H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
CaCl2・2H2O solution (68 mM)	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10035-04-8	NOT_APPLICABLE(unmapped)	CHEBI:86158	OK	high	The stated dihydrate is an established form of calcium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
CaSO4 x 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	hemihydrate; dihydrate	TRUE	NO_CAS_PROVIDED	10101-41-4	NOT_APPLICABLE(unmapped)	CHEBI:32583	OK	high	The stated dihydrate is an established form of calcium sulfate; known hydrates are hemihydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
SrCl2 x 6 H2O (0.1% w/v)	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hemihydrate; monohydrate; dihydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10025-70-4	NOT_APPLICABLE(unmapped)	CHEBI:36385	OK	high	The stated hexahydrate is an established form of strontium chloride; known hydrates are hemihydrate; monohydrate; dihydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
1 M Na2S2O3・5H2O*	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	pentahydrate	TRUE	NO_CAS_PROVIDED	10102-17-7	NOT_APPLICABLE(unmapped)	CHEBI:32150	OK	high	The stated pentahydrate is an established form of sodium thiosulfate; known hydrates are pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
CuSO4 x 5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7758-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31440	OK	high	The stated pentahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
Co(NO3)2 x 6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10026-22-9	NOT_APPLICABLE(unmapped)	CHEBI:86214	OK	high	The stated hexahydrate is an established form of cobalt(II) nitrate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
BaCl2・2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	dihydrate	TRUE	NO_CAS_PROVIDED	10326-27-9	NOT_APPLICABLE(unmapped)	CHEBI:86153	OK	high	The stated dihydrate is an established form of barium chloride; known hydrates are dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	1	NA	NOT_FOUND	NONE
